,time,user,Upload,Download,mean_duration
224,432000,C14530,597.0,96705,1.2173913043478262
225,432000,C15775,635.0,128854,1.1142857142857143
226,518400,C2127,11989.0,3723447,4.906799531066823
227,518400,C10095,200051.0,11906216,27.44108574953732
228,518400,C575,418249.0,355394449,25.071490094745908
229,518400,C7630,5064.0,351948,34.312796208530806
230,518400,C6791,91010.0,42054374,20.8546571136131
231,518400,C9860,35852.0,2726129,33.5668449197861
232,518400,C8875,282638.0,56076326,16.12042502951594
233,518400,C15218,85394.0,10766912,7.012512030798845
234,518400,C7089,70283.0,8291877,5.921156373193168
235,518400,C3186,2363.0,1113350,6.769784172661869
236,518400,C796,1876.0,719063,19.69811320754717
237,518400,C7616,940.0,174517,2.9814814814814814
238,518400,C12183,389.0,100621,2.1475409836065573
239,518400,C10576,19484.0,3064268,4.817204301075268
240,1209600,C8416,13501.0,5211927,9.664596273291924
241,1209600,C7139,62340.0,6241435,17.738377007607774
242,1209600,C4345,68289.0,63620702,9.224137931034482
243,1209600,C8001,17803.0,4000413,14.23943661971831
244,1209600,C15064,42236.0,2735876,5.254385964912281
245,1209600,C6238,1219.0,478183,6.9426751592356695
246,1209600,C12330,146.0,24287,1.8333333333333333
247,86400,C13548,17967.0,9623629,4.282031842304776
248,86400,C1528,2783.0,711853,6.434640522875817
249,86400,C4499,2268.0,734675,5.64622641509434
250,86400,C2909,2318.0,685983,4.362903225806451
251,86400,C7210,116148.0,14813789,0.6660124584008874
252,86400,C3312,1926.0,464021,12.152284263959393
253,86400,C8145,59612.0,28047909,20.820689655172405
254,86400,C5334,5714.0,883583,5.1440677966101696
255,86400,C9364,21156.0,4129443,48.549618320610676
256,0,C6125,14503.0,2125648,6.095238095238094
257,0,C10514,4771.0,949642,5.946236559139785
258,1036800,C13386,39.0,8233,0.4
259,1036800,C7568,167.0,29453,2.8421052631578947
260,1123200,C6104,2878.0,1154558,4.4125
261,172800,C15914,15827391.0,20812497840,25.788097886540605
262,172800,C6146,10912.0,1540782,11.815384615384614
263,172800,C3845,83587.0,9580954,4.678350515463918
264,172800,C13275,2416.0,702400,5.329545454545454
265,864000,C684,702.0,32292,0.0
266,864000,C15563,4526.0,789425,50.142001710863994
267,864000,C13762,1831.0,193324,3.5638629283489096
268,864000,C1484,134320.0,194665235,7.7594936708860756
269,864000,C7652,3552.0,582478,1.7894736842105263
270,777600,C11772,34305.0,3298344,33.83115093039283
271,777600,C12300,278.0,28500,2.036363636363636
272,0,C11151,38060.0,2317107,5.318181818181818
273,1123200,C9008,6918.0,1956175,0.8726790450928382
274,1123200,C7707,44716.0,9663447,36.025056947608206
275,1123200,C12367,14924.0,2510373,33.720085470085465
276,950400,C10252,1369.0,442373,20.33009708737864
277,950400,C4305,1391.0,617897,7.292993630573249
278,950400,C11774,940.0,193682,1.010752688172043
279,950400,C3159,464.0,93840,0.9761904761904762
280,950400,C15224,464.0,86920,0.8848484848484849
281,604800,C1392,241371.0,140477534,54.62653760838879
282,604800,C6083,168.0,48818,0.25
283,604800,C14492,88113.0,11763614,28.501416430594897
284,604800,C7030,22.0,7263,6.5
285,604800,C10516,416.0,65908,1.1730769230769231
286,1296000,C15370,112567.0,10943496,6.7001992031872515
287,777600,C8182,24218.0,9417694,6.836206896551723
288,172800,C5334,63.0,12604,1.5217391304347827
289,777600,C13511,105851.0,44437917,35.092943201376926
290,345600,C8840,3099.0,1241871,22.461111111111112
291,345600,C7048,2131.0,732056,3.4337748344370866
292,345600,C6602,2095.0,346455,3.6071428571428568
293,1036800,C8497,41.0,7268,2.9166666666666665
294,1382400,C2972,1395.0,117180,4.017921146953404
295,345600,C6014,717.0,32982,0.0
296,345600,C7474,3618.0,1160748,6.903083700440527
297,345600,C12228,64628.0,7450861,4.830188679245283
298,604800,C14296,112889.0,14059930,7.834502923976608
299,604800,C3496,83878.0,9814563,7.123521681997372
300,604800,C12069,252.0,55626,0.7941176470588235
301,691200,C10468,17952.0,3872759,33.09430894308943
302,691200,C15274,2068.0,825220,8.2
303,691200,C13316,92194.0,11863552,7.103324348607368
304,691200,C14283,1447.0,302624,1.2126315789473685
305,691200,C13287,94710.0,11724144,5.819321533923304
306,691200,C10223,2164.0,835339,19.00462962962963
307,691200,C15064,5534.0,1394795,6.890675241157557
308,691200,C9048,856.0,161921,1.8170731707317076
309,0,C15214,17723.0,2498445,8.249605055292259
310,0,C12714,136323.0,14909184,21.48
311,0,C5018,76552.0,10716785,8.390387858347387
312,0,C15205,39009.0,3927793,3.4121621621621623
313,0,C4792,51802.0,6135200,6.8055555555555545
314,0,C7322,630.0,110852,3.56
315,0,C8124,90.0,16180,2.0434782608695654
316,0,C14718,1029.0,164008,3.8666666666666663
317,1123200,C8251,4149.0,588448,6.80448717948718
318,1123200,C13515,3580.0,854784,4.894117647058824
319,1123200,C14678,8666.0,1286762,4.722365038560412
320,1123200,C1040,24254.0,23522285,4.557809330628802
321,1123200,C15040,26233.0,5010800,32.82596685082873
322,1123200,C861,5508.0,1025671,19.978165938864628
323,1123200,C15914,115804.0,22893825,8.484193011647255
324,1123200,C14657,93529.0,11595249,6.531177829099307
325,1209600,C12494,36534.0,2335188,6.849462365591397
326,1209600,C4429,41150.0,2685956,7.598086124401914
327,1209600,C12419,36395.0,2217448,4.471153846153847
328,1209600,C15370,84108.0,10313314,7.872645739910313
329,1209600,C11571,23519.0,3810773,10.463022508038586
330,172800,C15228,2393.0,751620,5.4144144144144155
331,259200,C11431,2517.0,871912,3.5527065527065527
332,259200,C15482,1859.0,840472,8.036585365853659
333,259200,C3967,60147.0,8014640,7.857142857142858
334,691200,C7063,373.0,110042,19.0
335,691200,C5402,329.0,67095,3.7777777777777777
336,1036800,C14820,5694.0,1118041,19.874223602484477
337,1036800,C3405,63191.0,7474270,7.224489795918367
338,1036800,C3840,827.0,148274,4.361111111111111
339,86400,C6027,72617.0,8495857,7.809682804674457
340,86400,C5946,143.0,25302,2.055555555555556
341,1209600,C5156,432.0,81526,2.0172413793103448
342,777600,C13976,3267.0,900193,4.141975308641976
343,777600,C3252,993.0,120030,2.533333333333333
344,1468800,C924,18753.0,17772968,60.645161290322584
345,432000,C6499,85551.0,9739034,7.170731707317072
346,432000,C12856,98397.0,13476576,18.675409836065565
347,432000,C7231,5434588.0,688342147,26.225317989097515
348,432000,C5936,7066.0,1552637,6.839622641509434
349,432000,C13181,110093.0,62325547,33.607675906183374
350,432000,C9797,119145.0,9474140,7.826732673267328
351,432000,C15944,87728.0,11181772,8.895927601809955
352,432000,C14379,3657.0,558909,1.682608695652174
353,950400,C9711,4266.0,500544,49.78474784747848
354,950400,C156,719.0,34845,0.04674220963172805
355,950400,C9589,1137.0,185383,1.3125
356,518400,C7539,443753.0,60066873,23.00373948270489
357,518400,C11238,164805.0,15435596,1.2855623504387128
358,518400,C6983,68288.0,9342202,7.207006369426751
359,172800,C5212,3192.0,1075264,10.562289562289562
360,172800,C10968,3134.0,931035,13.637860082304528
361,172800,C5238,174.0,36760,6.346153846153847
362,518400,C12273,148.0,32697,3.75
363,777600,C4352,3792.0,1261686,1.0594795539033457
364,777600,C14034,416412.0,101426639,31.83695652173913
365,604800,C8565,274853.0,45538999,45.102040816326536
366,604800,C4792,46.0,9547,4.333333333333333
367,604800,C9580,20365.0,4445064,8.103030303030302
368,604800,C9535,44.0,9250,1.3333333333333333
369,1900800,C15266,19039.0,4342799,7.674015748031496
370,1036800,C7842,63.0,12552,3.5384615384615383
371,604800,C6499,121.0,19247,1.0714285714285714
372,604800,C14349,168.0,26705,12.666666666666664
373,864000,C1058,719.0,33074,0.0
374,864000,C13175,695.0,32018,0.2456140350877193
375,864000,C8078,571.0,82871,1.7857142857142858
376,864000,C15806,995.0,538023,7.295454545454546
377,345600,C10026,10575.0,804045,34.075185040903776
378,345600,C3451,78011.0,9773716,5.542745098039216
379,345600,C3623,1665.0,642023,4.110236220472442
380,345600,C9518,2112.0,714262,3.3488372093023258
381,432000,C780,21348.0,4450440,1.0739191073919108
382,432000,C12894,3315.0,370182,16.698133918770584
383,432000,C6984,7632.0,2196048,6.548254620123204
384,432000,C11317,2523.0,301969,33.675182481751825
385,604800,C2602,18295.0,3067353,1.6287581699346405
386,604800,C13648,3080.0,888762,0.34328358208955223
387,604800,C3977,1110.0,265388,4.940298507462686
388,604800,C7820,15115.0,2304943,23.092378752886837
389,777600,C5250,137862.0,24195647,26.164339419978518
390,777600,C846,22265.0,2301885,41.61849357011635
391,777600,C3518,22449.0,2328578,3.1361702127659576
392,777600,C6351,29855.0,2602226,3.149532710280374
393,777600,C3921,14447.0,1794320,3.6725
394,777600,C2909,9010.0,1250147,12.65359477124183
395,777600,C7612,676.0,111251,2.849056603773585
398,259200,C9727,10204.0,5048465,9.060356652949244
399,259200,C6586,3352.0,495650,3.779411764705882
400,691200,C6965,1985.0,694487,5.102803738317757
401,691200,C7588,7618.0,6709496,7.906666666666666
402,691200,C7354,30479.0,5454610,3.7641681901279713
403,1036800,C13948,92778.0,11293277,9.151757188498404
404,1036800,C8949,26373.0,3816282,36.79256198347107
405,1036800,C5018,5320.0,919685,29.904024767801857
406,172800,C7842,42214.0,5428196,5.591397849462366
407,172800,C6951,229.0,63287,2.5769230769230766
408,172800,C9978,5460.0,1201167,9.889030612244898
409,172800,C14190,643.0,118758,0.7029702970297029
410,518400,C10718,70311.0,8196873,9.25791324736225
411,518400,C12919,196.0,56070,0.21428571428571427
412,518400,C6675,61657.0,10038865,2.3936781609195403
413,864000,C10968,1339.0,508321,11.88717948717949
414,864000,C13152,1563.0,684322,5.293269230769232
415,864000,C12053,1673.0,665045,4.08235294117647
416,864000,C14005,1450.0,553941,5.019417475728155
417,864000,C13544,2035.0,787175,4.112582781456954
418,864000,C10690,1686.0,666342,4.128404669260701
419,950400,C8538,1376.0,445103,4.9261083743842375
420,950400,C3750,1459.0,548789,5.787439613526571
421,86400,C10799,3037.0,866097,3.303030303030303
422,86400,C6602,46005.0,7423510,16.802235597592432
423,86400,C14114,38696.0,5756470,49.8809738503156
424,86400,C2935,37564.0,2725279,6.421787709497208
425,86400,C11004,1113195.0,59189069,33.63135593220339
426,86400,C14492,27752.0,6006328,13.917840375586856
427,518400,C9735,254.0,11793,0.192
428,518400,C9194,21770.0,3547726,13.014492753623188
429,518400,C8102,99.0,13547,5.0
430,1209600,C4559,134239.0,13419231,8.215094339622643
431,1209600,C515,20031.0,4590738,8.132453825857521
432,1209600,C14149,1935.0,307490,3.4605263157894735
433,1209600,C7229,32869.0,5250488,24.339195979899497
434,1209600,C15010,41440.0,2410258,7.236686390532545
435,1036800,C7984,3129.0,574844,4.761904761904762
436,1123200,C13099,48189.0,30729701,40.13147410358566
437,1123200,C14174,7088.0,1199578,46.9142381348876
438,1123200,C14081,4480.0,1134339,3.986033519553073
439,1468800,C4616,83789.0,10927657,9.491918482080113
440,1468800,C14917,13029.0,2700496,7.038002171552661
441,1555200,C14917,14907.0,3880292,7.635220125786162
442,691200,C11047,2037.0,693412,6.209090909090909
443,0,C7359,127729.0,21258318,2.856473649967469
444,0,C4576,78067.0,10364107,11.608843537414966
445,0,C4029,29812.0,5750404,32.82225656877898
446,0,C12010,1311.0,200972,3.2222222222222223
447,0,C14418,23521.0,4922552,14.551083591331267
448,0,C15160,70107.0,9326257,7.7139423076923075
449,0,C10230,20715.0,2518918,5.818007662835249
450,0,C4971,72358.0,8758007,4.756690997566911
451,0,C3375,488.0,100846,1.6363636363636365
452,0,C15914,46308.0,7600862,8.137987012987013
453,1123200,C1213,42.0,10036,6.833333333333332
454,1123200,C3167,4972.0,4219048,7.358974358974358
455,1123200,C11468,164.0,31541,2.4
456,1209600,C3592,134.0,25192,1.8139534883720931
457,1123200,C6983,2541.0,913062,6.142857142857142
458,1123200,C6066,1539.0,313008,17.384615384615387
459,1728000,C15285,78708.0,9569887,6.610694183864917
460,1382400,C14640,64193.0,7695784,7.689910979228487
461,1123200,C13419,5126.0,956236,26.318181818181817
462,1209600,C13500,26.0,5228,1.0
463,1209600,C487,1.0,112,0.0
464,1209600,C12498,35.0,6961,2.6
465,172800,C7844,2790.0,673296,5.2368421052631575
466,259200,C10183,1751.0,739377,19.81159420289855
467,691200,C7912,2129.0,458130,11.714285714285715
468,691200,C8956,114112.0,25839918,32.08975012748598
469,691200,C9373,12284.0,1792826,30.26575550493546
470,691200,C7204,69227.0,14530227,27.808243727598565
471,691200,C14790,4342.0,900513,21.682926829268293
472,691200,C14346,2151.0,808625,4.201492537313433
473,691200,C12029,127.0,33571,0.3888888888888889
474,1036800,C6263,555913.0,107636583,29.66896551724138
475,1036800,C9186,25963.0,19195011,9.56476683937824
476,1036800,C11004,309470.0,18301636,16.854395604395606
477,1036800,C4942,2248.0,419362,0.8743718592964824
478,86400,C10944,75510.0,8824469,6.153293413173653
479,86400,C6647,2442.0,794227,5.702702702702703
480,86400,C5883,2865.0,863691,3.9685534591194966
481,86400,C11315,84332.0,9580282,9.179127725856699
482,86400,C10214,2088.0,476373,18.942583732057415
483,86400,C8822,249.0,58562,3.0
484,1036800,C8361,1339.0,194479,12.018181818181818
485,1123200,C3198,15896.0,4094156,9.074074074074074
486,1123200,C15403,93388.0,11807339,7.3076923076923075
487,172800,C13408,68271.0,8143760,11.846666666666666
488,172800,C4816,52120.0,13475454,10.580865603644646
489,172800,C9311,730769.0,46486529,5.570971184631803
490,172800,C732,2078.0,501856,18.423076923076927
491,172800,C7593,1921.0,376852,3.6071428571428568
492,691200,C9526,2894.0,181402,3.727272727272727
493,777600,C2602,50921.0,7919777,1.3109919571045576
494,777600,C11004,39816.0,23534720,7.0970724191063175
495,432000,C15274,2829.0,876176,6.344398340248962
496,432000,C12975,3611.0,833794,0.2164705882352941
497,432000,C15855,158412.0,12131421,9.036672629695886
498,432000,C7624,2878.0,711848,20.104761904761904
499,432000,C6419,2378.0,518810,16.828282828282827
500,518400,C11242,71825.0,12531863,28.67877629063097
501,518400,C2049,58551.0,6616741,6.654320987654321
502,518400,C9976,2156.0,902140,8.22878228782288
503,518400,C11431,2644.0,879386,3.298050139275766
504,518400,C3539,1792.0,190069,7.325581395348838
505,518400,C8893,15099.0,3333264,10.427777777777775
506,345600,C3806,111769.0,12240077,4.816229116945109
507,345600,C6395,6045.0,1526672,6.003745318352059
508,518400,C13140,29554.0,3598684,6.937062937062937
509,1209600,C6402,1625.0,238491,5.397590361445784
510,1209600,C6157,2943773.0,158680629,46.47702834799609
511,1209600,C8863,15551.0,2435374,24.314121037463973
512,1209600,C8533,695.0,114485,3.814814814814815
513,1209600,C6462,23543.0,8501807,8.590163934426231
514,604800,C3660,80972.0,14894521,47.808129109384346
515,0,C10214,4569.0,716971,19.195530726256983
516,0,C8949,60783.0,38789626,21.65566037735849
517,0,C1512,3158.0,621960,19.314814814814813
518,0,C13530,16054.0,1897652,3.68271954674221
519,0,C10261,28547.0,2979419,4.52711496746204
520,0,C15806,4457.0,725422,8.899280575539569
521,0,C4335,418.0,87775,0.9104477611940298
522,0,C12744,32840.0,6313136,0.5222457627118644
523,0,C9526,2940.0,189706,4.133333333333334
524,0,C3923,742.0,122375,0.7155963302752294
525,0,C11731,497.0,101090,4.125
526,604800,C12737,56676.0,48586449,36.98170731707317
527,604800,C13419,131.0,29120,1.5806451612903225
528,1555200,C1942,523.0,160977,2.461928934010152
529,604800,C5076,1314.0,560361,8.5
530,777600,C6587,5627.0,902504,12.407407407407408
531,1900800,C3736,25439.0,13981795,67.91228070175438
534,1296000,C343,24087.0,21653943,68.95454545454545
535,950400,C10616,462.0,85870,1.3696969696969696
536,950400,C780,1511.0,88939,0.02100840336134454
537,950400,C9976,1703.0,781239,5.229665071770335
538,950400,C4405,1444.0,552263,5.151960784313727
539,950400,C15210,1615.0,494804,0.3146067415730337
540,864000,C10241,1663.0,651579,4.200787401574803
541,86400,C15042,67.0,10189,3.5
542,86400,C15640,1.0,46,0.0
543,0,C4232,30024.0,4544936,6.0984643179765134
544,0,C4823,13433.0,2145070,5.564971751412429
545,0,C10328,78994.0,10898412,5.807434176561693
546,0,C5799,3271.0,312321,5.365079365079366
547,0,C4285,96441.0,18884288,19.006726457399107
548,0,C12741,14961.0,2824089,2.7364928909952604
549,0,C13285,52079.0,4470667,2.9921011058451814
550,1123200,C1392,171222.0,34324980,51.16983240223464
551,1123200,C9574,2739.0,444948,1.8427672955974843
552,1123200,C5339,5095.0,1029119,8.860655737704919
553,1123200,C14930,146.0,45658,6.384615384615384
554,1123200,C6171,34427.0,7795066,30.97005988023952
555,1123200,C11881,380.0,33009,0.1320754716981132
556,1123200,C2631,6238.0,1315515,43.28571428571429
557,345600,C9711,7374.0,786871,19.1370299553856
558,345600,C10338,103146.0,13387834,3.3159933591588264
559,345600,C8422,1582.0,702584,5.598086124401914
560,345600,C2304,210.0,49090,0.8214285714285714
561,345600,C6739,2245.0,815399,6.747540983606558
